active,role,signUpSource,state,_id,createdDate,lastLogin
TRUE,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e1eacfcf6c399c274ae6,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e1e8cfcf6c399c274ad9,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e1b7cfcf6c399c274a5a,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e1f1cfcf6c399c274b0b,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e1eacfcf6c399c274ae6,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e1eacfcf6c399c274ae6,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e1e4cfcf6c399c274ac3,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e1b4cfcf6c399c274a54,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e1eacfcf6c399c274ae6,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff1e194b6a9d73a3a9f1052,1.60969E+12,1.60969E+12
TRUE,consumer,Email,WI,5ff370c562fde912123a5e0e,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36d0362fde912123a5535,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36d83135e7011bcb864d6,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36c8862fde912123a538a,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff370c562fde912123a5e0e,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36be7135e7011bcb856d3,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36d0362fde912123a5535,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36be7135e7011bcb856d3,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36a3862fde912123a4460,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36d0362fde912123a5535,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36c8e135e7011bcb85da4,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36a3862fde912123a4460,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff370c562fde912123a5e0e,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36a3862fde912123a4460,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36a3862fde912123a4460,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff370c562fde912123a5e0e,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36a3862fde912123a4460,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff370c562fde912123a5e0e,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff3711e62fde912123a620e,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff36be7135e7011bcb856d3,1.60979E+12,1.60979E+12
TRUE,consumer,Email,WI,5ff4ce33c3d63511e2a484b6,1.60988E+12,1.60988E+12
TRUE,consumer,Email,WI,5ff473e7c1e2d0121a9b2697,1.60986E+12,1.60986E+12
TRUE,consumer,Email,WI,5ff47392c3d63511e2a47881,1.60986E+12,1.60986E+12
TRUE,consumer,Email,WI,5ff47392c3d63511e2a47881,1.60986E+12,1.60986E+12
TRUE,consumer,Email,WI,5ff4ce33c3d63511e2a484b6,1.60988E+12,1.60988E+12
TRUE,consumer,Email,WI,5ff4ce91c1e2d0121a9b3057,1.60988E+12,1.60988E+12
TRUE,consumer,Email,WI,5ff47392c3d63511e2a47881,1.60986E+12,1.60986E+12
TRUE,consumer,Email,WI,5ff4ce3dc3d63511e2a484dc,1.60988E+12,1.60988E+12
TRUE,consumer,Email,WI,5ff4ce33c3d63511e2a484b6,1.60988E+12,1.60988E+12
TRUE,consumer,Email,WI,5ff4ce3dc3d63511e2a484dc,1.60988E+12,1.60988E+12
